PPMXL,RAJ2000[deg],DEJ2000[deg],pmRA[mas/yr],pmDE[mas/yr],e_pmRA[mas/yr],e_pmDE[mas/yr],Jmag[mag],e_Jmag[mag],Kmag[mag],e_Kmag[mag],Chi_squared
414128000000000000,54.523038,47.734146,17.0,-21.7,4.1,4.1,14.102,0.03,13.475,0.038,3.1850011132933598
414139000000000000,54.542919,47.57701,29.7,-33.4,4.1,4.1,14.443,0.034,13.789,0.048,5.466042129306702
414138000000000000,54.774801,47.745421,18.7,-29.1,4.1,4.1,12.265,0.021,11.344,0.018,1.3059477666023926
409291000000000000,47.346205,52.118635,21.8,-19.9,4.1,4.1,12.721,0.023,11.921,0.023,2.535583887598712
409286000000000000,47.363591,52.041269,14.7,-24.5,4.1,4.1,12.515,0.023,11.602,0.02,3.899291773731428
409294000000000000,47.45717,52.206266,32.9,-18.3,5.6,5.6,15.388,0.051,14.484,0.066,5.3181430987627145
409296000000000000,47.531905,52.098882,16.7,-18.8,4.1,4.1,13.541,0.023,12.626,0.025,5.451929311923928
409297000000000000,47.570269,52.023438,15.6,-26.1,5.5,5.5,14.934,0.041,14.2,0.056,1.6446499551020315
409370000000000000,47.873537,52.060506,11.8,-20.3,5.5,5.5,13.955,0.029,13.447,0.038,5.095625678949492
409325000000000000,47.886861,52.147873,14.8,-36.7,5.5,5.5,14.071,0.029,13.573,0.039,5.375898150466929
409331000000000000,47.932041,52.230744,13.0,-19.5,5.5,5.5,14.065,0.027,13.477,0.031,4.6372325064814905
409326000000000000,48.030357,52.145781,16.0,-24.6,5.5,5.5,14.934,0.043,13.987,0.052,1.5780965288236153
409372000000000000,48.045805,52.028937,24.2,-16.0,5.5,5.5,14.829,0.055,14.204,0.063,3.631450300824348
409374000000000000,48.142574,52.009029,15.6,-20.8,4.1,4.1,12.993,0.023,12.124,0.022,4.748337077566353
409334000000000000,48.169206,52.217939,16.5,-14.6,5.5,5.5,15.005,0.04,13.907,0.041,5.825391736862819
409380000000000000,48.216246,52.137957,13.4,-18.3,5.6,5.6,15.428,0.051,14.673,0.076,4.8082229781903845
409384000000000000,48.393869,52.043382,21.9,-18.2,4.1,4.1,12.7,0.024,12.235,0.026,3.9689453562980477
409496000000000000,48.776885,52.07653,14.4,-30.0,5.5,5.5,14.915,0.044,13.99,0.051,2.630182377957407
409491000000000000,48.893042,52.175193,23.2,-19.0,4.1,4.1,15.032,0.046,14.104,0.067,3.2221041654448594
409492000000000000,48.898716,52.238074,14.5,-20.2,4.1,4.1,13.934,0.029,13.039,0.031,6.120239502824555
409493000000000000,48.975163,52.180479,21.2,-39.5,5.6,5.6,15.344,0.062,14.874,0.109,5.32586350107663
409504000000000000,49.034512,52.171446,32.5,-29.3,4.1,4.1,14.482,0.035,13.741,0.048,5.874858581233655
409529000000000000,49.101899,52.209189,16.4,-31.4,4.2,4.2,15.243,0.049,14.481,0.079,3.476722186920968
409531000000000000,49.324089,52.231962,18.9,-31.7,4.1,4.1,10.52,0.022,10.192,0.02,2.3675958355262763
409511000000000000,49.406729,52.017105,23.7,-27.3,4.1,4.1,14.647,0.039,13.838,0.051,0.08905870646793931
409533000000000000,49.469709,52.194406,17.7,-23.8,5.5,5.5,14.704,0.039,14.038,0.057,1.0526340120440316
409536000000000000,49.504961,52.126642,23.4,-17.9,4.1,4.1,11.0,0.021,10.35,0.016,4.2441452952622365
409542000000000000,49.536044,52.183231,16.9,-27.4,4.1,4.1,13.308,0.025,12.64,0.025,1.9792657314130386
409536000000000000,49.543144,52.167497,30.7,-31.4,4.1,4.1,14.234,0.032,13.54,0.038,4.975507912211725
409543000000000000,49.669603,52.167261,13.6,-23.1,4.1,4.1,14.275,0.032,13.291,0.036,5.405265964126029
409544000000000000,49.717966,52.140554,24.2,-35.7,5.6,5.6,15.345,0.063,14.501,0.087,2.6964439000985188
409731000000000000,49.758813,52.102747,21.0,-18.8,5.5,5.5,13.263,0.025,12.798,0.03,2.013273389799148
505623000000000000,49.843785,52.217089,15.2,-24.1,4.1,4.1,14.869,0.047,13.94,0.059,3.5571697652424485
409734000000000000,49.879713,52.152875,9.9,-28.8,5.5,5.5,14.921,0.041,14.125,0.058,5.4768891054591755
505623000000000000,49.904927,52.206858,17.7,-26.4,4.1,4.1,15.21,0.052,14.179,0.063,1.4404747839124306
505818000000000000,50.377087,52.109599,25.1,-20.9,5.2,5.2,14.519,0.033,13.781,0.04,1.334008169229453
505866000000000000,50.903146,52.204559,23.4,-18.9,4.1,4.1,13.647,0.026,12.726,0.026,3.3211215132111316
505872000000000000,51.180327,52.045465,22.9,-16.8,4.1,4.1,11.489,0.019,11.04,0.02,5.367024781540435
505872000000000000,51.222577,52.003914,29.2,-27.0,4.1,4.1,14.431,0.032,13.903,0.053,2.395821470291834
505872000000000000,51.235834,52.031076,12.1,-33.4,5.5,5.5,14.269,0.032,13.459,0.042,5.174303179007309
505877000000000000,51.244334,52.131468,26.0,-18.2,5.5,5.5,14.549,0.03,13.5,0.04,2.5714967016847745
505880000000000000,51.365809,52.167195,32.9,-19.5,5.5,5.5,15.032,0.047,14.123,0.065,4.919568650131589
505974000000000000,51.426931,52.216196,21.7,-35.8,5.5,5.5,14.834,0.038,14.206,0.064,2.817073685471793
505928000000000000,51.576759,52.04848,23.6,-29.7,4.1,4.1,14.544,0.036,13.656,0.04,0.6221590017980713
505977000000000000,51.621215,52.223163,16.7,-28.4,4.1,4.1,14.446,0.038,13.917,0.055,2.272448131235929
506023000000000000,51.645345,52.038194,25.3,-26.6,4.0,4.0,13.832,0.031,12.894,0.029,0.39450736185091817
506031000000000000,51.885064,52.160266,22.4,-32.8,4.0,4.0,13.854,0.049,13.237,0.039,2.3667458894165208
506062000000000000,52.239489,52.127214,21.7,-19.0,5.3,5.3,15.366,0.045,14.186,0.056,1.991530885648814
506077000000000000,52.546642,52.066047,27.0,-30.6,5.4,5.4,14.649,0.041,13.869,0.057,1.1683780318992423
506071000000000000,52.557971,52.230125,23.2,-34.4,4.0,4.0,11.753,0.019,11.246,0.023,3.7269103911859047
506084000000000000,52.701671,52.06338,16.6,-30.4,4.0,4.0,14.814,0.038,13.856,0.047,3.1444259089369466
506084000000000000,52.725295,52.138751,18.3,-23.6,5.3,5.3,14.559,0.033,13.556,0.036,0.9736704403078976
506086000000000000,52.811912,52.188146,19.7,-27.5,4.0,4.0,14.825,0.035,14.032,0.05,0.6061680483543294
506462000000000000,52.85695,52.192817,15.6,-23.3,5.3,5.3,14.958,0.041,14.028,0.047,2.11907537076372
506462000000000000,52.896272,52.203677,19.4,-21.1,4.0,4.0,13.521,0.026,12.718,0.027,2.4075508244696064
506091000000000000,52.950671,52.096507,22.4,-30.8,4.0,4.0,13.194,0.027,12.499,0.023,1.1044177816340608
506091000000000000,53.001242,52.011076,24.8,-23.2,4.0,4.0,12.142,0.027,11.594,0.023,0.9092222443625962
506466000000000000,53.022088,52.114885,11.0,-20.5,5.3,5.3,14.662,0.031,13.735,0.035,6.020688897490687
506475000000000000,53.215198,52.203176,17.2,-18.8,4.0,4.0,14.152,0.028,13.362,0.035,5.3705618101661745
506469000000000000,53.225255,52.141075,29.7,-32.1,4.0,4.0,14.134,0.029,13.266,0.028,4.762305789988951
506470000000000000,53.279031,52.064211,28.2,-37.9,5.5,5.5,15.373,0.039,14.552,0.077,5.14799135931584
506478000000000000,53.444998,52.23974,22.1,-36.9,5.3,5.3,15.079,0.051,13.939,0.044,3.7552492982921137
506478000000000000,53.466204,52.157538,14.5,-20.9,4.0,4.0,14.019,0.031,13.125,0.032,5.9182069911417425
509481000000000000,53.559076,52.09881,15.6,-19.4,4.0,4.0,10.754,0.027,10.311,0.02,6.04849643289018
509505000000000000,53.607009,52.159933,19.9,-27.4,5.3,5.3,14.877,0.038,13.874,0.051,0.3050323406239922
509506000000000000,53.700732,52.202656,23.5,-16.5,4.0,4.0,15.088,0.046,14.109,0.059,6.012941255563224
509507000000000000,53.808208,52.133654,18.1,-20.4,4.0,4.0,14.131,0.026,13.226,0.033,3.5059433159861815
509515000000000000,53.920253,52.196042,15.8,-33.6,4.0,4.0,14.557,0.031,13.61,0.026,5.863800411070964
509515000000000000,53.965845,52.160897,15.7,-21.7,4.0,4.0,13.334,0.035,12.702,0.032,4.328484901529877
509516000000000000,54.019862,52.182004,20.0,-26.6,4.0,4.0,14.957,0.042,14.049,0.058,0.4450959363026918
509513000000000000,54.056921,52.07487,23.3,-19.2,4.0,4.0,13.937,0.032,12.922,0.028,3.2071843762992924
509521000000000000,54.202421,52.186678,23.4,-24.3,4.0,4.0,12.801,0.031,12.058,0.026,0.3181472494708826
509534000000000000,54.424201,52.051895,12.1,-21.3,5.4,5.4,14.949,0.04,13.972,0.057,4.683437709687702
509534000000000000,54.425696,52.081445,28.7,-18.4,4.1,4.1,14.237,0.033,13.155,0.037,5.771061085644186
509633000000000000,54.695979,52.010421,13.4,-29.4,4.1,4.1,14.688,0.038,13.746,0.048,5.428939077155205
410234000000000000,47.959169,47.406864,27.7,-29.3,4.0,4.0,14.62,0.034,14.123,0.048,1.9379361333323861
410214000000000000,48.010549,47.285971,17.3,-27.7,5.5,5.5,15.457,0.05,14.951,0.1,0.9963989464289353
410239000000000000,48.163643,47.310189,35.1,-24.2,5.4,5.4,15.238,0.048,14.226,0.052,5.2920730667126445
410247000000000000,48.240069,47.399852,23.8,-17.4,4.0,4.0,13.458,0.026,12.573,0.022,5.019305293218012
410249000000000000,48.351076,47.430161,14.1,-27.0,4.0,4.0,12.244,0.02,11.39,0.02,4.457342591171186
410250000000000000,48.410978,47.427357,12.5,-15.3,9.4,9.2,10.848,0.018,10.495,0.02,2.645687109824152
411005000000000000,48.643044,47.251953,27.0,-31.2,5.4,5.4,12.924,0.021,12.557,0.023,1.3444317910035353
411099000000000000,48.649532,47.324738,17.8,-26.8,4.0,4.0,14.097,0.028,13.14,0.031,1.4549584225286616
411101000000000000,48.759136,47.371386,26.7,-18.1,4.0,4.0,14.288,0.03,13.478,0.035,5.159616999716325
411102000000000000,48.826497,47.326456,20.0,-28.6,4.0,4.0,15.449,0.045,14.473,0.062,0.7051975690971879
411135000000000000,49.080268,47.436979,16.4,-27.1,4.0,4.0,15.132,0.046,14.408,0.065,2.4111302047374212
411124000000000000,49.165867,47.328214,22.6,-24.9,5.2,5.2,12.955,0.029,12.082,0.018,0.09383988011323174
411129000000000000,49.368301,47.25546,14.7,-23.8,5.3,5.3,14.982,0.043,14.015,0.05,2.489370283526671
411129000000000000,49.375128,47.262388,13.7,-32.5,4.9,4.9,10.447,0.025,9.858,0.018,4.739939642463688
411159000000000000,49.573112,47.436492,13.5,-14.2,9.8,9.8,13.013,0.026,12.645,0.031,2.4454798577703922
411163000000000000,49.653219,47.45776,20.1,-24.2,4.1,4.1,13.12,0.024,12.269,0.02,0.6972756104483471
411211000000000000,49.784484,47.309104,19.9,-31.9,4.1,4.1,14.388,0.037,13.681,0.04,2.1090126008998746
411590000000000000,50.05303,47.397315,17.4,-32.0,4.1,4.1,14.121,0.034,13.475,0.04,3.3318199392916235
411590000000000000,50.067631,47.335408,26.3,-14.9,5.5,5.5,14.033,0.028,13.333,0.03,4.75731242870088
411600000000000000,50.187665,47.359128,29.4,-28.3,4.0,4.0,10.861,0.024,10.366,0.019,2.8451897185476827
411595000000000000,50.199849,47.261078,12.9,-26.8,4.1,4.1,15.325,0.05,14.266,0.062,5.503600433631843
411603000000000000,50.343383,47.431405,21.7,-25.1,4.0,4.0,13.257,0.026,12.318,0.029,0.18189217394275675
411614000000000000,50.422147,47.266853,26.5,-26.1,4.0,4.0,12.147,0.023,11.426,0.028,0.8579177938572589
411627000000000000,50.482111,47.439517,10.8,-20.5,5.5,5.5,15.276,0.054,14.691,0.103,5.753937089269325
411630000000000000,50.586613,47.425223,18.3,-22.0,4.1,4.1,15.49,0.058,14.585,0.092,2.2742691399304813
411640000000000000,50.613847,47.34677,22.8,-32.7,4.0,4.0,14.125,0.029,13.164,0.035,2.286090520715112
411641000000000000,50.645133,47.331598,26.4,-31.1,5.3,5.3,14.943,0.043,14.111,0.067,1.1970119245688908
411642000000000000,50.706942,47.272657,21.5,-31.4,4.0,4.0,13.315,0.027,12.57,0.031,1.5167623884862516
411642000000000000,50.706977,47.272635,16.9,-18.1,5.3,5.3,13.315,0.027,12.57,0.031,3.6293684368961
411644000000000000,50.77377,47.353374,19.9,-22.4,4.0,4.0,11.175,0.023,10.717,0.022,1.4855024674806783
411650000000000000,50.859071,47.369511,19.1,-27.7,4.0,4.0,12.94,0.026,12.028,0.027,0.8705649374702016
411652000000000000,50.952753,47.441532,25.1,-33.8,4.0,4.0,14.836,0.041,13.808,0.053,3.505466065283801
411653000000000000,50.969646,47.415814,13.9,-23.8,4.1,4.1,15.355,0.045,14.344,0.073,4.854866086197651
411746000000000000,50.981706,47.447546,24.4,-33.5,4.0,4.0,13.777,0.024,12.887,0.03,3.0811901908722303
411746000000000000,51.030696,47.446177,17.4,-31.7,4.0,4.0,14.911,0.043,14.075,0.054,3.301680015369584
411749000000000000,51.093769,47.470028,25.1,-27.0,5.4,5.4,15.211,0.047,14.14,0.065,0.19573782594416256
411747000000000000,51.100066,47.458777,20.5,-30.3,5.4,5.4,15.206,0.049,14.283,0.073,0.6462322588837747
411749000000000000,51.134864,47.453713,21.8,-33.7,4.1,4.1,15.309,0.054,14.454,0.09,2.991063687323559
411754000000000000,51.303095,47.392132,16.6,-18.6,4.1,4.1,15.162,0.045,14.482,0.07,5.698903616122556
411760000000000000,51.39883,47.395504,18.6,-28.0,4.0,4.0,13.264,0.024,12.371,0.028,1.1499952237108941
411762000000000000,51.492859,47.472289,14.8,-8.3,10.0,10.0,12.531,0.027,11.916,0.024,3.915030908198547
411950000000000000,51.553946,47.407573,25.6,-26.0,4.0,4.0,13.342,0.029,12.781,0.023,0.5068999022602834
411951000000000000,51.637137,47.413329,22.3,-18.1,4.0,4.0,14.019,0.029,13.093,0.022,4.2304098821917675
411953000000000000,51.641119,47.2577,28.7,-18.5,4.0,4.0,14.463,0.03,13.969,0.039,5.953762168468696
411976000000000000,51.773327,47.425009,25.0,-29.5,4.0,4.0,14.158,0.031,13.213,0.03,0.8407367685717502
411978000000000000,51.828638,47.423403,21.8,-26.1,4.0,4.0,11.363,0.026,10.448,0.021,0.06162499694420055
411981000000000000,51.873778,47.395429,24.1,-30.5,4.0,4.0,14.227,0.032,13.282,0.033,1.061703843771478
411984000000000000,51.916124,47.49099,22.2,-23.6,4.0,4.0,12.858,0.029,11.953,0.022,0.5219332993851026
411992000000000000,51.941924,47.270461,17.4,-21.7,4.1,4.1,15.036,0.053,14.277,0.06,2.9332466612715304
411987000000000000,51.955454,47.459336,23.9,-27.7,4.0,4.0,12.419,0.027,11.515,0.024,0.16614290076437366
411987000000000000,52.010348,47.428503,29.3,-20.4,4.0,4.0,13.631,0.029,12.664,0.022,4.802156223637286
411988000000000000,52.043817,47.423992,15.3,-23.9,4.0,4.0,11.194,0.027,10.443,0.02,3.69970710115052
411989000000000000,52.055911,47.484991,15.9,-26.8,4.0,4.0,13.912,0.032,13.003,0.025,2.7879196342626575
412000000000000000,52.086286,47.346477,30.9,-24.5,4.0,4.0,13.256,0.029,12.675,0.018,4.223012496304949
413492000000000000,52.205739,47.479202,3.4,-23.9,9.4,9.4,13.354,0.03,13.085,0.025,4.268958330123533
413507000000000000,52.444801,47.486749,24.1,-31.3,4.0,4.0,12.678,0.024,12.014,0.023,1.4807299604569235
413506000000000000,52.472423,47.378335,18.4,-31.4,4.0,4.0,14.18,0.027,13.216,0.03,2.544999026753669
413514000000000000,52.540021,47.464534,24.8,-27.4,4.0,4.0,14.774,0.038,13.824,0.047,0.3028752269948752
413514000000000000,52.559255,47.459453,26.6,-21.3,4.0,4.0,13.738,0.028,12.814,0.028,2.5127846043433433
413511000000000000,52.629948,47.269522,18.7,-22.7,4.0,4.0,10.719,0.019,10.137,0.021,1.8348499816193407
413566000000000000,52.823758,47.274246,29.2,-24.0,4.0,4.0,14.518,0.035,13.522,0.043,2.8731088846366344
413597000000000000,53.14839,47.27967,21.0,-30.9,4.1,4.1,13.53,0.026,12.615,0.023,1.2670237057563392
413598000000000000,53.217337,47.273332,15.1,-23.4,4.1,4.1,13.715,0.027,12.753,0.03,3.8633268520140245
413602000000000000,53.246714,47.372487,17.4,-18.4,4.1,4.1,14.451,0.033,13.646,0.041,5.35951312067541
413602000000000000,53.27118,47.404076,10.4,-23.5,5.5,5.5,15.346,0.054,14.386,0.082,5.194295002792492
413607000000000000,53.425658,47.346846,21.3,-29.4,4.1,4.1,10.943,0.022,10.407,0.02,0.591657106164323
413700000000000000,53.486843,47.495583,23.4,-24.5,4.1,4.1,13.176,0.021,12.668,0.022,0.25545337593263945
413609000000000000,53.487016,47.334222,11.5,-22.9,5.6,5.6,15.485,0.056,14.472,0.084,4.331674919233042
413621000000000000,53.616195,47.253941,28.2,-30.7,4.0,4.0,14.286,0.034,13.433,0.037,2.832303949583552
413713000000000000,53.822992,47.426027,15.0,-20.5,4.0,4.0,10.829,0.019,10.454,0.021,5.719432073602462
413722000000000000,53.895402,47.250143,12.9,-24.0,4.1,4.1,12.863,0.03,12.208,0.028,5.857331372548592
413727000000000000,53.952447,47.44332,26.5,-34.4,4.1,4.1,14.007,0.025,13.12,0.031,4.351357182153987
413723000000000000,53.977264,47.278241,15.9,-29.5,4.1,4.1,14.26,0.037,13.888,0.046,3.163376635045551
413729000000000000,53.992988,47.300691,22.7,-23.4,4.1,4.1,14.064,0.03,13.157,0.026,0.5504567844500834
413729000000000000,53.994468,47.304776,20.0,-30.4,5.5,5.5,14.785,0.039,13.89,0.047,0.7282505486908996
413731000000000000,54.153041,47.313254,24.6,-31.0,4.1,4.1,14.527,0.033,13.654,0.045,1.3462375839693572
413755000000000000,54.27193,47.443949,21.7,-35.0,4.1,4.1,11.195,0.021,10.716,0.016,4.162199904007387
413763000000000000,54.464855,47.491229,14.2,-31.9,4.1,4.1,11.833,0.02,11.436,0.02,5.793823694326086
409318000000000000,47.553834,52.300242,23.7,-16.6,4.1,4.1,14.95,0.034,13.969,0.05,5.642224720504622
409315000000000000,47.687219,52.371571,22.5,-24.9,4.1,4.1,14.298,0.027,13.336,0.028,0.15051774990907402
409327000000000000,47.829342,52.305544,18.4,-23.3,5.5,5.5,14.894,0.043,14.034,0.05,0.9368104135982618
409330000000000000,47.963892,52.31669,23.3,-30.0,4.1,4.1,15.121,0.04,14.193,0.056,0.7116160539179441
409424000000000000,48.004041,52.458633,25.2,-22.7,4.1,4.1,13.915,0.025,13.091,0.028,1.1732417579869072
409427000000000000,48.22493,52.451208,23.3,-33.1,4.1,4.1,12.922,0.022,12.161,0.02,2.489831044148088
409429000000000000,48.267141,52.31205,34.3,-29.0,5.5,5.5,15.065,0.038,14.146,0.048,4.516378707212348
409429000000000000,48.275005,52.288101,26.5,-27.4,4.1,4.1,13.729,0.022,12.842,0.025,0.8538823581798285
409437000000000000,48.396804,52.387952,19.9,-18.1,4.1,4.1,13.695,0.032,13.012,0.035,4.4806487994671915
409432000000000000,48.436156,52.325655,19.9,-18.8,4.1,4.1,13.169,0.023,12.626,0.027,3.8385156085507512
409432000000000000,48.441236,52.346812,16.5,-32.6,4.1,4.1,14.611,0.031,13.712,0.039,4.319261903912509
409439000000000000,48.548795,52.451298,14.5,-20.3,4.1,4.1,14.414,0.029,13.42,0.033,6.048992537650202
409486000000000000,48.663445,52.284008,26.0,-23.1,4.2,4.2,14.986,0.04,14.323,0.059,1.2129212724756246
409464000000000000,48.676529,52.459011,28.0,-20.0,4.1,4.1,14.836,0.043,14.265,0.065,3.9921632171535855
409486000000000000,48.708983,52.306115,12.9,-25.3,4.1,4.1,14.565,0.05,13.993,0.055,5.582131433584403
409491000000000000,48.797463,52.273592,20.7,-17.4,4.1,4.1,14.943,0.048,14.119,0.06,4.9572978252662105
409513000000000000,48.884249,52.382406,21.6,-15.2,5.1,5.1,10.483,0.021,9.599,0.015,4.825553815540389
409492000000000000,48.888521,52.286898,23.2,-19.1,4.1,4.1,14.286,0.033,13.363,0.035,3.137199635061366
409514000000000000,48.931827,52.409598,5.8,-27.5,6.8,6.8,10.257,0.021,9.512,0.018,6.118906630520864
409514000000000000,48.987718,52.407115,18.6,-30.9,4.1,4.1,12.969,0.029,12.462,0.037,2.0673570270119943
409518000000000000,49.028176,52.361187,19.1,-23.5,4.1,4.1,13.692,0.023,13.005,0.029,1.2654303231486077
409523000000000000,49.195919,52.479214,19.8,-18.1,4.1,4.1,13.795,0.029,12.896,0.033,4.513426955969129
505605000000000000,49.533503,52.424498,21.6,-21.6,4.1,4.1,11.727,0.021,10.877,0.018,1.444572053475172
505620000000000000,49.791782,52.423108,21.2,-23.3,4.1,4.1,13.254,0.024,12.286,0.025,0.7195829669566107
505626000000000000,49.792361,52.46197,16.9,-20.8,4.2,4.2,15.312,0.055,14.42,0.093,3.618658048383554
505624000000000000,49.951002,52.293042,17.0,-19.8,4.1,4.1,14.441,0.031,13.488,0.04,4.430571060367008
505820000000000000,50.273193,52.259012,18.3,-19.3,5.3,5.3,14.697,0.052,13.9,0.047,2.481883976791665
505850000000000000,50.674274,52.31039,21.1,-20.8,4.1,4.1,13.765,0.026,12.897,0.029,2.0065808618313197
505857000000000000,50.760125,52.473861,24.1,-16.4,4.1,4.1,13.768,0.026,13.11,0.027,5.92334293772611
505856000000000000,50.771088,52.364535,35.9,-24.1,5.5,5.5,12.181,0.025,11.311,0.022,5.780119929452498
505859000000000000,50.82705,52.323949,24.2,-21.2,5.6,5.6,15.454,0.071,14.606,0.091,0.945033278401362
505854000000000000,50.879767,52.263802,19.1,-20.8,4.1,4.1,13.102,0.025,12.432,0.026,2.6052374701653283
505860000000000000,50.881595,52.355758,17.2,-24.6,5.5,5.5,15.385,0.053,14.255,0.065,1.1037098973274668
505861000000000000,50.914169,52.307487,16.5,-18.3,5.5,5.5,14.548,0.032,13.784,0.042,3.424954108049651
505862000000000000,50.925402,52.403716,20.2,-24.5,4.2,4.2,15.279,0.048,14.362,0.068,0.5673630664360025
505970000000000000,51.270399,52.332122,19.0,-25.3,4.1,4.1,13.051,0.022,12.166,0.023,0.8750515842539976
505959000000000000,51.27206,52.467989,12.2,-30.8,5.6,5.6,14.87,0.035,14.395,0.076,4.024726665945911
505978000000000000,51.464392,52.408175,23.0,-26.9,5.5,5.5,14.432,0.035,13.393,0.041,0.007255097341396976
505979000000000000,51.591705,52.364953,27.4,-28.9,4.1,4.1,14.745,0.036,13.719,0.052,1.5661243838365242
505981000000000000,51.609567,52.451828,21.3,-27.8,4.1,4.1,14.079,0.027,13.156,0.029,0.21106628900293123
505985000000000000,51.802938,52.343207,21.3,-33.0,5.3,5.3,13.962,0.032,12.98,0.039,1.5307071155162597
506006000000000000,51.829677,52.438079,20.5,-39.2,5.4,5.4,15.19,0.07,14.145,0.071,5.5479325161626205
506057000000000000,52.019354,52.260601,23.4,-16.9,5.3,5.3,14.219,0.031,13.151,0.036,3.2163738486816382
506057000000000000,52.022327,52.263697,19.8,-19.1,5.3,5.3,14.69,0.043,13.739,0.053,2.2005929329893337
506018000000000000,52.114761,52.485834,13.1,-23.3,4.0,4.0,15.022,0.045,13.981,0.055,6.147048702930661
506059000000000000,52.150163,52.328133,27.2,-28.4,5.4,5.4,15.004,0.049,14.449,0.082,0.7871287373165193
506020000000000000,52.259646,52.472208,12.5,-23.2,5.4,5.4,15.45,0.048,14.402,0.055,3.8635913128869177
506019000000000000,52.281172,52.40766,21.3,-31.7,4.0,4.0,14.695,0.036,13.779,0.04,1.7289003256920379
506448000000000000,52.672587,52.319006,17.2,-20.7,5.4,5.4,15.338,0.053,14.144,0.057,2.150108333237082
506450000000000000,52.849547,52.263767,25.6,-27.2,5.5,5.5,15.47,0.073,14.744,0.097,0.28094961393596707
506459000000000000,53.077593,52.354232,28.3,-23.3,4.0,4.0,14.081,0.031,13.309,0.035,2.4655367848081955
506460000000000000,53.080607,52.45841,17.3,-34.7,4.1,4.1,15.365,0.054,14.28,0.046,5.4949506423327215
506473000000000000,53.173338,52.332704,23.6,-30.6,4.0,4.0,11.766,0.023,11.23,0.021,1.043091066378845
506473000000000000,53.180442,52.336074,20.0,-27.6,4.0,4.0,14.296,0.026,13.282,0.03,0.515490414903037
506604000000000000,53.885442,52.461335,16.8,-18.0,4.1,4.1,15.482,0.059,14.718,0.074,6.122288137605926
506514000000000000,53.948211,52.347786,18.2,-21.9,4.0,4.0,14.726,0.036,13.766,0.043,2.4920241987900225
506514000000000000,53.981716,52.318293,19.9,-25.1,4.0,4.0,14.453,0.028,13.497,0.024,0.5963844089556378
506608000000000000,54.069896,52.395913,18.6,-18.8,4.0,4.0,14.922,0.039,13.836,0.039,4.56376949780086
509517000000000000,54.120859,52.275529,16.6,-30.8,5.3,5.3,14.098,0.034,13.18,0.026,1.9402358209830348
506611000000000000,54.196846,52.430005,21.0,-21.9,4.0,4.0,13.947,0.039,13.243,0.04,1.4463679098859097
509612000000000000,54.199758,52.281342,21.2,-22.7,5.4,5.4,15.34,0.055,14.524,0.072,0.5633519774527489
509612000000000000,54.231224,52.275141,34.4,-30.7,5.3,5.3,14.881,0.046,13.98,0.057,5.32862143043241
506617000000000000,54.30267,52.449008,10.0,-27.6,5.3,5.3,14.913,0.045,13.771,0.044,5.657741656152833
509620000000000000,54.396031,52.370656,21.9,-25.3,4.2,4.2,15.38,0.055,14.518,0.1,0.11699383986559858
509624000000000000,54.588697,52.269582,16.9,-25.5,5.5,5.5,14.709,0.033,13.773,0.049,1.1288609014443103
509624000000000000,54.588718,52.269581,27.6,-30.1,4.1,4.1,14.709,0.033,13.773,0.049,2.083063227002509
509625000000000000,54.650456,52.261806,32.4,-24.9,5.5,5.5,15.162,0.047,14.4,0.089,3.0987649315804378
411007000000000000,48.512444,47.042456,20.7,-30.3,5.4,5.4,15.372,0.056,14.434,0.072,0.6177588718760187
410997000000000000,48.549863,47.163893,23.8,-17.2,4.0,4.0,14.228,0.031,13.722,0.041,5.239079241661802
411021000000000000,48.937093,47.026647,28.4,-23.2,4.1,4.1,15.438,0.05,14.586,0.068,2.452955618083407
411024000000000000,49.019208,47.085507,16.3,-22.2,5.4,5.4,15.49,0.057,14.753,0.077,2.002527961140543
411024000000000000,49.07136,47.066712,18.4,-26.0,4.0,4.0,14.89,0.039,13.919,0.046,1.134007325181326
411120000000000000,49.164933,47.122736,23.4,-20.5,5.3,5.3,15.13,0.055,14.72,0.079,1.2674386620019056
411178000000000000,49.510705,47.042918,10.5,-27.5,5.3,5.3,14.654,0.039,14.077,0.055,5.217990453126221
411177000000000000,49.528282,47.123584,13.6,-30.3,5.4,5.4,14.715,0.033,14.236,0.061,3.265783863597319
411182000000000000,49.742273,47.042109,19.6,-27.3,4.1,4.1,13.721,0.027,12.773,0.027,0.5930228626852376
411214000000000000,49.855147,47.224646,13.7,-26.6,5.6,5.6,15.407,0.061,14.612,0.09,2.538673743135113
411208000000000000,49.891871,47.140101,29.6,-20.3,5.5,5.5,15.133,0.051,14.178,0.061,2.765352902646904
411208000000000000,49.891923,47.140102,13.4,-29.8,5.5,5.5,15.133,0.051,14.178,0.061,3.1559028537535747
411208000000000000,49.89558,47.096575,25.6,-22.5,4.1,4.1,14.435,0.035,13.498,0.043,1.383795888294496
411215000000000000,49.95074,47.172616,16.4,-24.3,4.1,4.1,14.298,0.029,13.389,0.036,2.5581188701937934
411230000000000000,50.193619,47.105964,18.4,-21.4,4.0,4.0,14.419,0.035,13.468,0.041,2.676242969906858
411798000000000000,50.494816,47.018709,25.2,-19.3,4.0,4.0,15.086,0.044,14.011,0.055,3.4651383809330984
411618000000000000,50.49564,47.166529,31.9,-24.2,4.0,4.0,14.457,0.036,13.654,0.047,5.33476800748803
